manufacturer,division,vehicle_line,vehicle_class,drive_system,engine_displacement_liters,rated_horsepower,city_mpg,highway_mpg,combined_mpg,co2_grams_per_mile
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,Small Pick-up Trucks 2WD,"2-Wheel Drive, Rear",2.393,278.0,21,26,23,298.0
Toyota Motor Corporation,TOYOTA,TUNDRA 2WD,Standard Pick-up Trucks 2WD,"2-Wheel Drive, Rear",3.445,358.0,18,23,20,341.0
Toyota Motor Corporation,TOYOTA,TUNDRA 2WD,Standard Pick-up Trucks 2WD,"2-Wheel Drive, Rear",3.445,358.0,18,23,20,341.0
Toyota Motor Corporation,TOYOTA,TUNDRA 2WD,Standard Pick-up Trucks 2WD,"2-Wheel Drive, Rear",3.445,389.0,18,23,20,337.0
Toyota Motor Corporation,TOYOTA,TUNDRA 2WD,Standard Pick-up Trucks 2WD,"2-Wheel Drive, Rear",3.445,389.0,18,23,20,337.0
Toyota Motor Corporation,TOYOTA,TUNDRA 4WD,Standard Pick-up Trucks 4WD,Part-time 4-Wheel Drive,3.445,358.0,17,22,19,360.0
Toyota Motor Corporation,TOYOTA,TUNDRA 4WD,Standard Pick-up Trucks 4WD,Part-time 4-Wheel Drive,3.445,389.0,17,22,19,353.0
Toyota Motor Corporation,LEXUS,TX 350,Standard SUV 2WD,"2-Wheel Drive, Front",2.393,275.0,21,27,23,284.0
Toyota Motor Corporation,LEXUS,TX 350,Standard SUV 2WD,"2-Wheel Drive, Front",2.393,275.0,21,27,23,284.0
Toyota Motor Corporation,LEXUS,TX 350 AWD,Standard SUV 4WD,All Wheel Drive,2.393,275.0,20,26,23,293.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas,Small SUV 2WD,"2-Wheel Drive, Front",2.0,269.0,20,27,23,297.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas 4Motion Peak Edition,Small SUV 4WD,All Wheel Drive,2.0,269.0,18,24,20,333.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas Cross Sport,Small SUV 2WD,"2-Wheel Drive, Front",2.0,269.0,20,27,23,300.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas Cross Sport 4Motion,Small SUV 4WD,All Wheel Drive,2.0,269.0,19,26,22,311.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas SE 4Motion,Small SUV 4WD,All Wheel Drive,2.0,269.0,19,26,22,314.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas SE 4Motion,Small SUV 4WD,All Wheel Drive,2.0,269.0,19,26,22,314.0
"Volkswagen Group of America, Inc.",Volkswagen,Atlas SEL 4Motion,Small SUV 4WD,All Wheel Drive,2.0,269.0,19,25,21,320.0
"Volkswagen Group of America, Inc.",Bentley,Bentayga,Standard SUV 4WD,All Wheel Drive,4.0,542.0,14,21,16,428.0
"Volkswagen Group of America, Inc.",Bentley,Bentayga EWB,Standard SUV 4WD,All Wheel Drive,4.0,542.0,14,21,16,428.0
"Volkswagen Group of America, Inc.",Bugatti,Chiron Super Sport,Two Seaters,All Wheel Drive,8.0,1600.0,8,11,9,786.0
"Volkswagen Group of America, Inc.",Bentley,Continental GT,Subcompact Cars,All Wheel Drive,6.0,650.0,12,20,15,475.0
"Volkswagen Group of America, Inc.",Bentley,Continental GT,Subcompact Cars,All Wheel Drive,4.0,542.0,14,22,17,406.0
"Volkswagen Group of America, Inc.",Bentley,Continental GTC,Minicompact Cars,All Wheel Drive,6.0,650.0,12,19,14,492.0
"Volkswagen Group of America, Inc.",Bentley,Continental GTC,Minicompact Cars,All Wheel Drive,4.0,542.0,14,21,16,421.0
"Volkswagen Group of America, Inc.",Bentley,Flying Spur,Midsize Cars,All Wheel Drive,6.0,626.0,12,19,15,479.0
"Volkswagen Group of America, Inc.",Bentley,Flying Spur,Midsize Cars,All Wheel Drive,4.0,542.0,15,20,17,416.0
"Volkswagen Group of America, Inc.",Volkswagen,GLI,Compact Cars,"2-Wheel Drive, Front",2.0,228.0,26,36,30,226.0
"Volkswagen Group of America, Inc.",Volkswagen,GLI,Compact Cars,"2-Wheel Drive, Front",2.0,228.0,24,35,28,238.0
"Volkswagen Group of America, Inc.",Volkswagen,GTI,Compact Cars,"2-Wheel Drive, Front",2.0,241.0,24,33,27,245.0
"Volkswagen Group of America, Inc.",Volkswagen,GTI,Compact Cars,"2-Wheel Drive, Front",2.0,241.0,23,34,27,256.0
"Volkswagen Group of America, Inc.",Volkswagen,Golf R,Compact Cars,All Wheel Drive,2.0,315.0,22,31,25,268.0
"Volkswagen Group of America, Inc.",Volkswagen,Golf R,Compact Cars,All Wheel Drive,2.0,315.0,20,28,23,306.0
"Volkswagen Group of America, Inc.",Lamborghini,Huracan Coupe 2WD,Two Seaters,"2-Wheel Drive, Rear",5.2,630.0,13,18,15,479.0
"Volkswagen Group of America, Inc.",Lamborghini,Huracan Coupe 2WD,Two Seaters,"2-Wheel Drive, Rear",5.2,630.0,13,18,15,479.0
"Volkswagen Group of America, Inc.",Lamborghini,Huracan Spyder,Two Seaters,All Wheel Drive,5.2,630.0,13,18,15,480.0
"Volkswagen Group of America, Inc.",Lamborghini,Huracan Sterrato,Two Seaters,All Wheel Drive,5.2,602.0,13,18,15,480.0
"Volkswagen Group of America, Inc.",Volkswagen,Jetta,Compact Cars,"2-Wheel Drive, Front",1.5,158.0,29,42,34,193.0
"Volkswagen Group of America, Inc.",Volkswagen,Jetta,Compact Cars,"2-Wheel Drive, Front",1.5,158.0,30,41,34,192.0
"Volkswagen Group of America, Inc.",Volkswagen,Jetta Sport/SE/SEL,Compact Cars,"2-Wheel Drive, Front",1.5,158.0,29,40,33,198.0
"Volkswagen Group of America, Inc.",Audi,Q3 S line quattro,Small SUV 4WD,All Wheel Drive,2.0,228.0,20,28,23,291.0
"Volkswagen Group of America, Inc.",Audi,Q3 quattro,Small SUV 4WD,All Wheel Drive,2.0,184.0,22,29,25,271.0
"Volkswagen Group of America, Inc.",Audi,Q7 quattro,Standard SUV 4WD,All Wheel Drive,2.0,261.0,19,25,21,317.0
"Volkswagen Group of America, Inc.",Audi,RS 3,Subcompact Cars,All Wheel Drive,2.5,401.0,19,29,23,312.0
"Volkswagen Group of America, Inc.",Audi,RS 5 Coupe,Subcompact Cars,All Wheel Drive,2.9,444.0,18,25,21,333.0
"Volkswagen Group of America, Inc.",Audi,RS 5 Sportback,Midsize Cars,All Wheel Drive,2.9,444.0,18,25,20,341.0
"Volkswagen Group of America, Inc.",Audi,RS 5 Sportback,Midsize Cars,All Wheel Drive,2.9,444.0,18,25,20,341.0
"Volkswagen Group of America, Inc.",Audi,S4,Compact Cars,All Wheel Drive,3.0,349.0,21,29,24,283.0
"Volkswagen Group of America, Inc.",Audi,S5 Cabriolet,Subcompact Cars,All Wheel Drive,3.0,349.0,20,27,22,302.0
"Volkswagen Group of America, Inc.",Audi,S5 Coupe,Subcompact Cars,All Wheel Drive,3.0,349.0,21,29,24,283.0
"Volkswagen Group of America, Inc.",Audi,S5 Sportback,Midsize Cars,All Wheel Drive,3.0,349.0,20,29,23,292.0
"Volkswagen Group of America, Inc.",Audi,SQ5,Small SUV 4WD,All Wheel Drive,3.0,349.0,19,24,21,326.0
"Volkswagen Group of America, Inc.",Audi,SQ5 Sportback,Small SUV 4WD,All Wheel Drive,3.0,349.0,19,24,21,326.0
"Volkswagen Group of America, Inc.",Audi,SQ7,Standard SUV 4WD,4-Wheel Drive,4.0,500.0,15,21,17,418.0
"Volkswagen Group of America, Inc.",Audi,SQ7,Standard SUV 4WD,4-Wheel Drive,4.0,500.0,15,21,17,418.0
"Volkswagen Group of America, Inc.",Audi,SQ8,Standard SUV 4WD,All Wheel Drive,4.0,500.0,15,21,17,411.0
"Volkswagen Group of America, Inc.",Audi,SQ8,Standard SUV 4WD,All Wheel Drive,4.0,500.0,15,21,17,411.0
"Volkswagen Group of America, Inc.",Volkswagen,Taos,Small SUV 2WD,"2-Wheel Drive, Front",1.5,158.0,28,36,31,210.0
"Volkswagen Group of America, Inc.",Volkswagen,Taos 4Motion,Small SUV 4WD,All Wheel Drive,1.5,158.0,24,32,27,247.0
"Volkswagen Group of America, Inc.",Volkswagen,Taos 4Motion,Small SUV 4WD,All Wheel Drive,1.5,158.0,24,32,27,247.0
"Volkswagen Group of America, Inc.",Volkswagen,Tiguan,Small SUV 2WD,"2-Wheel Drive, Front",2.0,184.0,23,30,26,255.0
"Volkswagen Group of America, Inc.",Volkswagen,Tiguan 4Motion,Small SUV 4WD,All Wheel Drive,2.0,184.0,22,29,25,268.0
"Volkswagen Group of America, Inc.",Volkswagen,Tiguan R-Line 4Motion,Small SUV 4WD,All Wheel Drive,2.0,184.0,22,29,24,275.0
"Volkswagen Group of America, Inc.",Volkswagen,Tiguan S,Small SUV 2WD,"2-Wheel Drive, Front",2.0,184.0,24,31,27,246.0
"Volkswagen Group of America, Inc.",Lamborghini,Urus Performante,Small Station Wagons,All Wheel Drive,4.0,591.0,14,19,16,432.0
"Volkswagen Group of America, Inc.",Lamborghini,Urus S,Standard SUV 4WD,All Wheel Drive,4.0,591.0,14,19,16,432.0
